YEAR,MO,DY,T2M_MAX,T2M_MIN
1993,7,9,26.43,11.17
1993,7,10,19.42,9.56
1993,7,11,17.02,7.64
1993,7,12,17.54,8.87
1993,7,13,19.38,8.56
1993,7,14,23.03,12.91
1993,7,15,25.74,14.23
1993,7,16,25.92,15.58
1993,7,17,24.5,14.66
1993,7,18,20.72,12.99
1993,7,19,19.18,11.61
1993,7,20,20.11,10.68
1993,7,21,19.47,10.36
1993,7,22,22.02,8.99
1993,7,23,24.81,14.58
1993,7,24,27.07,14.15
1993,7,25,19.63,12.16
1993,7,26,20.85,11.48
1993,7,27,21.73,13.04
1993,7,28,23.7,16.02
1993,7,29,27.66,13.67
1993,7,30,23.16,12.98
1993,7,31,21.19,11.16
1993,8,1,22.3,11.06
1993,8,2,26.66,11.35
1993,8,3,22.55,13.5
1993,8,4,24.63,12.78
1993,8,5,24.15,11.6
1993,8,6,22.73,9.3
1993,8,7,24.93,10.41
1993,8,8,24.27,10.96
1993,8,9,24.24,11.32
1993,8,10,22.3,10.49
1993,8,11,24.96,8.66
1993,8,12,25.0,10.54
1993,8,13,23.59,8.37
1993,8,14,22.27,13.02
1993,8,15,25.02,13.99
1993,8,16,25.83,14.22
1993,8,17,25.41,12.63
1993,8,18,27.33,10.57
1993,8,19,25.64,12.17
1993,8,20,28.76,13.47
1993,8,21,28.0,14.18
1993,8,22,26.25,11.37
1993,8,23,20.48,9.17
1993,8,24,19.88,8.86
1993,8,25,20.05,8.57
1993,8,26,20.93,7.26
1993,8,27,20.42,10.26
1993,8,28,20.81,9.25
1993,8,29,21.8,7.23
1993,8,30,23.13,9.0
1993,8,31,20.27,10.29
1993,9,1,21.25,9.46
1993,9,2,22.84,8.67
1993,9,3,20.04,10.6
1993,9,4,19.84,8.44
1993,9,5,18.24,6.79
1993,9,6,19.77,6.2
1993,9,7,24.14,8.32
1993,9,8,22.6,13.65
1993,9,9,22.58,13.07
1993,9,10,19.92,12.86
1993,9,11,16.39,9.92
1993,9,12,18.54,8.79
1993,9,13,17.17,11.13
1993,9,14,17.8,10.44
1993,9,15,16.81,10.28
1993,9,16,16.85,8.72
1993,9,17,17.72,7.16
1993,9,18,19.43,7.19
1993,9,19,22.55,6.94
1993,9,20,25.7,12.13
1993,9,21,20.84,14.36
1993,9,22,16.05,12.71
1993,9,23,18.88,9.16
1993,9,24,16.6,9.98
1993,9,25,14.52,9.95
1993,9,26,15.87,6.51
1993,9,27,14.02,6.27
1993,9,28,12.46,7.04
1993,9,29,15.93,6.56
1993,9,30,13.54,6.57
1993,10,1,16.27,10.1
1993,10,2,14.99,9.07
1993,10,3,17.07,8.28
1993,10,4,18.7,10.62
1993,10,5,17.94,11.84
1993,10,6,16.27,10.02
1993,10,7,15.56,8.79
1993,10,8,16.75,7.64
1993,10,9,14.42,7.51
1993,10,10,17.83,6.86
1993,10,11,20.69,10.55
1993,10,12,18.34,11.79
1993,10,13,19.07,9.48
1993,10,14,14.51,6.94
1993,10,15,12.04,5.87
1993,10,16,10.18,4.08
1993,10,17,10.89,2.71
1993,10,18,10.95,0.98
1993,10,19,10.77,5.96
1993,10,20,7.89,1.8
1993,10,21,9.39,2.68
1993,10,22,9.96,4.06
1993,10,23,7.98,3.99
1993,10,24,8.84,1.42
1993,10,25,10.41,-0.31
1993,10,26,10.49,4.9
1993,10,27,11.32,2.27
1993,10,28,11.37,0.4
1993,10,29,9.77,-0.18
1993,10,30,7.25,-0.52
1993,10,31,6.78,1.58
1993,11,1,7.72,0.87
1993,11,2,13.48,1.82
1993,11,3,17.45,6.81
1993,11,4,17.09,5.59
1993,11,5,12.26,3.34
1993,11,6,6.75,3.72
1993,11,7,8.09,4.09
1993,11,8,10.6,3.41
1993,11,9,10.51,4.31
1993,11,10,8.36,4.69
1993,11,11,10.62,2.96
1993,11,12,10.76,2.7
1993,11,13,7.42,2.75
1993,11,14,11.42,4.06
1993,11,15,10.34,3.06
1993,11,16,5.97,-0.23
1993,11,17,5.27,-3.53
1993,11,18,4.25,-4.19
1993,11,19,3.09,-4.52
1993,11,20,2.15,-5.12
1993,11,21,0.24,-4.5
1993,11,22,0.86,-4.91
1993,11,23,1.18,-5.96
1993,11,24,2.25,-6.87
1993,11,25,4.51,-0.91
1993,11,26,2.87,-1.61
1993,11,27,0.34,-3.23
1993,11,28,-0.78,-7.58
1993,11,29,0.07,-8.26
1993,11,30,0.88,-3.11
1993,12,1,2.05,-0.9
1993,12,2,5.11,0.91
1993,12,3,5.06,2.6
1993,12,4,9.26,1.28
1993,12,5,7.18,0.88
1993,12,6,4.01,2.03
1993,12,7,7.49,1.84
1993,12,8,11.44,4.88
1993,12,9,10.35,5.31
1993,12,10,10.07,4.83
1993,12,11,5.9,3.28
1993,12,12,8.24,2.45
1993,12,13,11.12,4.63
1993,12,14,5.02,-1.2
1993,12,15,6.79,0.3
1993,12,16,6.85,3.91
1993,12,17,10.08,3.34
1993,12,18,9.59,6.41
1993,12,19,14.33,9.17
1993,12,20,13.49,9.72
1993,12,21,8.37,1.56
1993,12,22,7.64,2.1
1993,12,23,6.04,1.77
1993,12,24,4.41,2.03
1993,12,25,3.13,-0.11
1993,12,26,3.89,-0.55
1993,12,27,4.48,-1.28
1993,12,28,2.97,-2.83
1993,12,29,9.04,2.74
1993,12,30,11.07,5.81
1993,12,31,11.27,4.03
1994,1,1,6.66,1.9
1994,1,2,10.52,3.55
1994,1,3,10.46,4.1
1994,1,4,7.47,3.46
1994,1,5,9.03,4.97
1994,1,6,7.06,1.51
1994,1,7,4.73,-1.12
1994,1,8,4.39,-0.29
1994,1,9,4.92,-0.84
1994,1,10,5.06,3.55
1994,1,11,7.09,3.67
1994,1,12,12.24,6.82
1994,1,13,11.28,7.16
1994,1,14,9.42,4.96
1994,1,15,6.33,3.85
1994,1,16,4.74,0.21
1994,1,17,3.89,-2.89
1994,1,18,3.28,-3.64
1994,1,19,0.52,-3.72
1994,1,20,4.9,-0.57
1994,1,21,4.64,0.54
1994,1,22,6.37,3.22
1994,1,23,9.72,5.5
1994,1,24,10.33,5.12
1994,1,25,11.79,7.17
1994,1,26,9.05,5.02
1994,1,27,10.52,6.07
1994,1,28,8.16,-0.09
1994,1,29,6.52,-1.41
1994,1,30,9.37,2.95
1994,1,31,7.44,0.31
1994,2,1,8.5,-1.05
1994,2,2,6.09,3.57
1994,2,3,8.83,5.01
1994,2,4,10.34,4.51
1994,2,5,8.81,2.02
1994,2,6,8.22,1.37
1994,2,7,7.46,0.09
1994,2,8,6.11,-0.49
1994,2,9,9.59,0.58
1994,2,10,8.35,-1.23
1994,2,11,3.45,-1.5
1994,2,12,5.66,-3.56
1994,2,13,2.48,-3.89
1994,2,14,0.49,-5.28
1994,2,15,6.43,-0.6
1994,2,16,8.74,0.29
1994,2,17,7.13,-1.54
1994,2,18,8.62,-0.78
1994,2,19,8.45,-3.46
1994,2,20,2.72,-5.99
1994,2,21,1.63,-7.58
1994,2,22,8.49,-0.64
1994,2,23,7.53,2.15
1994,2,24,10.85,2.98
1994,2,25,12.21,4.11
1994,2,26,15.79,4.97
1994,2,27,9.96,5.76
1994,2,28,11.83,5.11
1994,3,1,9.93,2.27
1994,3,2,11.16,2.15
1994,3,3,11.49,2.3
1994,3,4,11.24,1.43
1994,3,5,15.5,-0.93
1994,3,6,10.77,3.05
1994,3,7,11.51,3.67
1994,3,8,16.7,8.09
1994,3,9,16.27,5.29
1994,3,10,13.1,1.52
1994,3,11,13.23,-1.34
1994,3,12,11.08,4.23
1994,3,13,13.17,5.38
1994,3,14,14.27,3.54
1994,3,15,12.81,5.1
1994,3,16,10.96,4.28
1994,3,17,9.54,2.81
1994,3,18,11.99,2.87
1994,3,19,10.17,2.26
1994,3,20,9.35,1.05
1994,3,21,12.56,3.77
1994,3,22,13.4,1.22
1994,3,23,15.18,7.83
1994,3,24,13.87,9.2
1994,3,25,15.63,7.86
1994,3,26,11.24,0.3
1994,3,27,11.52,-2.04
1994,3,28,16.28,3.61
1994,3,29,17.42,6.66
1994,3,30,20.43,5.37
1994,3,31,14.47,9.24
1994,4,1,12.14,4.32
1994,4,2,6.16,1.67
1994,4,3,10.15,0.56
1994,4,4,13.69,2.81
1994,4,5,9.47,1.62
1994,4,6,10.24,1.59
1994,4,7,9.05,1.14
1994,4,8,11.42,4.18
1994,4,9,7.88,1.45
1994,4,10,9.32,2.16
1994,4,11,13.3,0.74
1994,4,12,13.83,2.24
1994,4,13,11.31,2.74
1994,4,14,7.96,0.05
1994,4,15,8.1,0.49
1994,4,16,13.39,0.02
1994,4,17,12.92,2.48
1994,4,18,11.6,1.65
1994,4,19,13.03,0.92
1994,4,20,14.49,1.37
1994,4,21,15.2,3.05
1994,4,22,18.84,3.68
1994,4,23,18.24,8.3
1994,4,24,16.18,8.56
1994,4,25,14.98,6.39
1994,4,26,17.78,8.56
1994,4,27,18.18,10.86
1994,4,28,20.86,11.46
1994,4,29,23.74,8.96
1994,4,30,24.02,10.34
1994,5,1,17.24,6.48
1994,5,2,18.47,4.53
1994,5,3,23.6,5.41
1994,5,4,15.75,5.43
1994,5,5,14.42,4.7
1994,5,6,18.28,10.44
1994,5,7,22.98,8.69
1994,5,8,16.47,7.21
1994,5,9,17.19,5.29
1994,5,10,18.94,5.6
1994,5,11,20.96,6.62
1994,5,12,18.19,7.89
1994,5,13,20.97,9.96
1994,5,14,17.22,9.06
1994,5,15,21.6,7.28
1994,5,16,20.58,11.58
1994,5,17,18.7,9.49
1994,5,18,18.98,8.58
1994,5,19,17.04,8.31
1994,5,20,15.8,9.61
1994,5,21,18.26,8.8
1994,5,22,19.65,9.38
1994,5,23,19.03,10.71
1994,5,24,20.97,10.86
1994,5,25,17.18,10.51
1994,5,26,17.81,10.53
1994,5,27,14.87,8.39
1994,5,28,16.19,7.59
1994,5,29,16.64,5.76
1994,5,30,16.78,4.63
1994,5,31,21.2,5.45
1994,6,1,27.47,8.67
1994,6,2,20.32,11.55
1994,6,3,18.64,9.95
1994,6,4,14.93,9.19
1994,6,5,17.13,7.99
1994,6,6,20.19,8.43
1994,6,7,22.88,7.59
1994,6,8,19.57,8.43
1994,6,9,16.88,7.12
1994,6,10,16.06,6.99
1994,6,11,15.42,6.05
1994,6,12,19.75,7.27
1994,6,13,21.69,9.4
1994,6,14,22.54,9.7
1994,6,15,22.74,9.16
1994,6,16,22.78,7.94
1994,6,17,24.08,9.26
1994,6,18,26.27,12.3
1994,6,19,22.98,11.26
1994,6,20,20.17,9.62
1994,6,21,22.64,11.26
1994,6,22,23.25,12.96
1994,6,23,23.25,10.94
1994,6,24,29.31,13.28
1994,6,25,22.43,14.08
1994,6,26,22.45,11.3
1994,6,27,24.28,9.49
1994,6,28,27.46,13.73
1994,6,29,23.91,10.6
1994,6,30,22.66,8.42
1994,7,1,29.53,11.98
1994,7,2,27.19,17.83
1994,7,3,29.65,15.58
1994,7,4,27.11,14.65
1994,7,5,21.82,12.71
1994,7,6,20.78,11.18
1994,7,7,20.31,10.45
1994,7,8,21.82,12.13
1994,7,9,21.84,12.19
1994,7,10,25.36,11.4
1994,7,11,28.13,13.31
1994,7,12,30.46,15.11
1994,7,13,30.45,18.94
1994,7,14,26.06,16.99
1994,7,15,25.48,13.85
1994,7,16,26.34,13.64
1994,7,17,25.51,16.53
1994,7,18,23.88,17.38
1994,7,19,21.59,17.11
1994,7,20,26.19,14.42
1994,7,21,26.76,14.19
1994,7,22,27.8,16.04
1994,7,23,29.12,16.78
1994,7,24,29.99,18.5
1994,7,25,27.96,17.75
1994,7,26,28.94,17.21
1994,7,27,31.11,18.4
1994,7,28,25.14,16.7
1994,7,29,27.14,15.36
1994,7,30,29.9,18.94
1994,7,31,27.63,18.41
1994,8,1,24.42,16.69
1994,8,2,26.42,14.69
1994,8,3,30.21,16.05
1994,8,4,32.93,18.56
1994,8,5,29.29,18.42
1994,8,6,27.37,16.95
1994,8,7,26.47,17.81
1994,8,8,25.96,16.16
1994,8,9,28.26,13.74
1994,8,10,25.0,15.16
1994,8,11,21.31,13.26
1994,8,12,22.33,13.51
1994,8,13,20.98,11.18
1994,8,14,22.54,8.04
1994,8,15,22.76,8.09
1994,8,16,24.75,10.33
1994,8,17,19.63,11.79
1994,8,18,21.34,9.88
1994,8,19,24.12,11.77
1994,8,20,21.7,9.87
1994,8,21,24.46,12.04
1994,8,22,27.12,15.64
1994,8,23,27.12,14.76
1994,8,24,19.98,10.76
1994,8,25,21.4,10.84
1994,8,26,22.0,13.46
1994,8,27,23.08,13.96
1994,8,28,19.27,10.5
1994,8,29,20.96,8.23
1994,8,30,22.07,11.29
1994,8,31,19.05,11.81
1994,9,1,19.48,12.73
1994,9,2,20.18,9.69
1994,9,3,22.17,6.5
1994,9,4,23.54,13.43
1994,9,5,21.2,9.94
1994,9,6,17.0,8.99
1994,9,7,20.42,12.53
1994,9,8,18.3,10.68
1994,9,9,19.08,10.69
1994,9,10,18.52,10.47
1994,9,11,20.66,10.17
1994,9,12,21.89,11.85
1994,9,13,19.41,8.46
1994,9,14,18.14,9.24
1994,9,15,15.33,8.21
1994,9,16,12.98,6.29
1994,9,17,13.42,5.58
1994,9,18,14.41,6.29
1994,9,19,14.82,5.38
1994,9,20,17.42,9.25
1994,9,21,17.05,9.33
1994,9,22,17.62,8.84
1994,9,23,20.42,11.0
1994,9,24,22.93,12.63
1994,9,25,23.08,9.98
1994,9,26,19.91,12.53
1994,9,27,19.76,10.58
1994,9,28,19.73,9.75
1994,9,29,19.83,10.1
1994,9,30,19.99,7.61
1994,10,1,18.96,8.08
1994,10,2,19.03,8.69
1994,10,3,15.95,6.7
1994,10,4,11.39,1.14
1994,10,5,13.68,-0.25
1994,10,6,14.14,3.8
1994,10,7,13.79,1.44
1994,10,8,14.97,0.27
1994,10,9,16.55,0.02
1994,10,10,19.7,2.3
1994,10,11,20.82,8.07
1994,10,12,21.53,8.8
1994,10,13,18.73,4.77
1994,10,14,21.46,5.94
1994,10,15,22.35,8.1
1994,10,16,18.8,7.46
1994,10,17,12.44,3.24
1994,10,18,13.84,-0.74
1994,10,19,13.74,8.35
1994,10,20,15.39,8.46
1994,10,21,17.01,8.24
1994,10,22,16.8,10.87
1994,10,23,14.96,10.3
1994,10,24,13.9,7.9
1994,10,25,13.04,7.08
1994,10,26,12.13,6.44
1994,10,27,11.57,5.76
1994,10,28,12.29,5.12
1994,10,29,12.84,5.32
1994,10,30,16.28,12.78
1994,10,31,17.42,10.48
1994,11,1,14.66,7.49
1994,11,2,14.7,3.99
1994,11,3,17.77,8.52
1994,11,4,18.44,10.46
1994,11,5,15.66,8.33
1994,11,6,13.62,5.58
1994,11,7,12.65,4.34
1994,11,8,15.37,5.54
1994,11,9,11.19,7.11
1994,11,10,12.7,7.15
1994,11,11,12.8,5.85
1994,11,12,11.11,5.1
1994,11,13,14.06,7.91
1994,11,14,15.25,9.6
1994,11,15,14.92,9.64
1994,11,16,11.46,7.17
1994,11,17,11.4,5.6
1994,11,18,12.71,6.99
1994,11,19,15.77,10.14
1994,11,20,15.77,9.13
1994,11,21,12.95,9.64
1994,11,22,12.72,8.17
1994,11,23,14.07,5.31
1994,11,24,10.31,4.63
1994,11,25,12.8,7.56
1994,11,26,10.94,8.04
1994,11,27,11.69,7.66
1994,11,28,9.32,5.87
1994,11,29,6.71,1.8
1994,11,30,6.49,2.11
1994,12,1,6.47,0.55
1994,12,2,9.92,0.77
1994,12,3,12.69,5.87
1994,12,4,14.06,8.49
1994,12,5,11.77,6.31
1994,12,6,9.79,3.49
1994,12,7,8.41,3.14
1994,12,8,13.23,5.95
1994,12,9,11.63,5.92
1994,12,10,11.39,4.82
1994,12,11,14.32,7.93
1994,12,12,13.65,6.93
1994,12,13,11.05,6.16
1994,12,14,8.69,-0.91
1994,12,15,6.05,-2.17
1994,12,16,6.39,-1.56
1994,12,17,7.1,3.67
1994,12,18,6.22,1.81
1994,12,19,5.79,2.49
1994,12,20,6.36,-0.22
1994,12,21,3.98,-0.58
1994,12,22,3.5,-1.31
1994,12,23,2.53,-3.38
1994,12,24,-0.16,-4.63
1994,12,25,-0.54,-4.29
1994,12,26,5.79,-1.95
1994,12,27,11.59,5.27
1994,12,28,13.06,9.62
1994,12,29,10.39,8.12
1994,12,30,8.95,4.07
1994,12,31,7.25,3.8
1995,1,1,3.12,-1.68
1995,1,2,2.83,-2.41
1995,1,3,4.61,-2.66
1995,1,4,0.98,-5.33
1995,1,5,-0.78,-5.26
1995,1,6,3.07,-2.58
1995,1,7,4.67,0.49
1995,1,8,5.37,0.17
1995,1,9,7.59,0.17
1995,1,10,9.68,6.6
1995,1,11,10.17,-0.94
1995,1,12,5.51,-1.52
1995,1,13,4.92,-0.61
1995,1,14,6.1,1.74
1995,1,15,7.35,0.7
1995,1,16,5.27,-0.66
1995,1,17,10.71,-0.07
1995,1,18,9.24,2.66
1995,1,19,7.27,2.28
1995,1,20,9.32,4.34
1995,1,21,10.92,3.28
1995,1,22,13.19,9.73
1995,1,23,8.02,4.73
1995,1,24,8.0,3.02
1995,1,25,14.25,2.81
1995,1,26,10.38,1.05
1995,1,27,7.89,-1.57
1995,1,28,10.57,7.46
1995,1,29,10.84,7.41
1995,1,30,8.59,-1.79
1995,1,31,7.32,-3.1
1995,2,1,11.76,4.26
1995,2,2,8.92,1.51
1995,2,3,8.44,-1.06
1995,2,4,12.81,3.96
1995,2,5,9.23,4.77
1995,2,6,11.5,8.01
1995,2,7,7.99,5.43
1995,2,8,10.81,6.32
1995,2,9,8.31,1.88
1995,2,10,9.92,3.49
1995,2,11,11.42,6.65
1995,2,12,12.2,5.79
1995,2,13,11.72,5.65
1995,2,14,11.54,4.59
1995,2,15,15.72,7.0
1995,2,16,10.19,6.11
1995,2,17,9.55,4.51
1995,2,18,9.6,3.12
1995,2,19,10.31,4.91
1995,2,20,13.85,7.27
1995,2,21,9.17,0.5
1995,2,22,9.02,0.6
1995,2,23,7.92,2.59
1995,2,24,9.51,1.48
1995,2,25,10.42,2.86
1995,2,26,6.79,-0.28
1995,2,27,9.0,-1.95
1995,2,28,12.27,5.32
1995,3,1,10.39,4.46
1995,3,2,8.41,1.35
1995,3,3,6.43,0.54
1995,3,4,5.7,-0.48
1995,3,5,5.96,0.44
1995,3,6,7.03,0.25
1995,3,7,7.96,-0.6
1995,3,8,7.95,2.38
1995,3,9,9.16,1.47
1995,3,10,13.46,-0.81
1995,3,11,16.51,3.27
1995,3,12,15.37,6.39
1995,3,13,13.96,1.98
1995,3,14,12.6,-1.17
1995,3,15,8.94,1.7
1995,3,16,9.93,1.29
1995,3,17,12.45,6.39
1995,3,18,10.99,4.69
1995,3,19,9.14,2.59
1995,3,20,8.13,-0.39
1995,3,21,9.81,-2.27
1995,3,22,11.04,-3.53
1995,3,23,15.28,-3.01
1995,3,24,15.65,-0.22
1995,3,25,12.86,4.91
1995,3,26,13.45,6.26
1995,3,27,9.15,-0.47
1995,3,28,8.92,-2.38
1995,3,29,6.77,-0.75
1995,3,30,10.04,-2.53
1995,3,31,10.33,1.34
1995,4,1,15.58,7.94
1995,4,2,18.26,6.36
1995,4,3,20.01,5.17
1995,4,4,15.9,6.19
1995,4,5,17.28,4.53
1995,4,6,14.25,7.18
1995,4,7,18.86,8.79
1995,4,8,12.14,1.82
1995,4,9,11.77,0.92
1995,4,10,14.18,3.04
1995,4,11,16.21,4.39
1995,4,12,17.6,3.74
1995,4,13,13.73,3.86
1995,4,14,14.09,4.89
1995,4,15,12.09,4.9
1995,4,16,11.11,3.18
1995,4,17,14.15,5.71
1995,4,18,12.98,4.97
1995,4,19,7.47,0.84
1995,4,20,9.05,-1.79
1995,4,21,8.34,-1.42
1995,4,22,13.76,3.32
1995,4,23,12.98,2.04
1995,4,24,11.17,7.21
1995,4,25,18.43,7.24
1995,4,26,15.96,8.41
1995,4,27,15.57,7.15
1995,4,28,16.01,5.53
1995,4,29,15.23,6.49
1995,4,30,16.16,6.17
1995,5,1,17.92,5.7
1995,5,2,20.9,7.02
1995,5,3,21.84,6.95
1995,5,4,25.28,7.83
1995,5,5,25.91,10.89
1995,5,6,25.09,13.23
1995,5,7,24.21,12.31
1995,5,8,21.26,7.96
1995,5,9,16.7,6.92
1995,5,10,17.0,4.86
1995,5,11,16.02,7.63
1995,5,12,13.12,5.77
1995,5,13,9.56,2.31
1995,5,14,13.0,0.16
1995,5,15,14.65,2.29
1995,5,16,15.23,5.03
1995,5,17,16.79,7.47
1995,5,18,12.91,3.63
1995,5,19,13.32,2.17
1995,5,20,15.67,2.79
1995,5,21,17.26,4.79
1995,5,22,19.24,5.02
1995,5,23,23.12,9.23
1995,5,24,19.08,13.03
1995,5,25,16.34,9.78
1995,5,26,20.78,8.35
1995,5,27,21.78,8.86
1995,5,28,23.59,12.63
1995,5,29,20.08,10.73
1995,5,30,17.07,10.3
1995,5,31,19.55,7.6
1995,6,1,18.8,7.98
1995,6,2,18.71,6.75
1995,6,3,17.32,9.66
1995,6,4,16.85,9.05
1995,6,5,16.65,8.94
1995,6,6,18.69,7.07
1995,6,7,18.45,9.65
1995,6,8,17.45,7.0
1995,6,9,17.57,5.27
1995,6,10,14.79,6.9
1995,6,11,17.06,6.55
1995,6,12,16.44,8.09
1995,6,13,14.93,6.62
1995,6,14,16.17,7.73
1995,6,15,16.59,6.83
1995,6,16,20.51,10.04
1995,6,17,18.95,10.73
1995,6,18,20.05,12.92
1995,6,19,23.31,10.85
1995,6,20,25.66,13.16
1995,6,21,24.54,10.77
1995,6,22,19.03,8.86
1995,6,23,18.67,8.92
1995,6,24,19.35,10.72
1995,6,25,22.77,10.3
1995,6,26,25.65,13.1
1995,6,27,25.94,14.55
1995,6,28,27.72,16.8
1995,6,29,27.25,14.39
1995,6,30,29.41,14.46
1995,7,1,29.48,18.68
1995,7,2,23.03,16.59
1995,7,3,20.06,10.36
1995,7,4,21.6,8.45
1995,7,5,22.05,9.03
1995,7,6,23.14,11.54
1995,7,7,24.94,12.15
1995,7,8,28.23,13.71
1995,7,9,30.04,17.96
1995,7,10,31.34,18.26
1995,7,11,25.35,18.62
1995,7,12,26.32,15.81
1995,7,13,28.87,16.54
1995,7,14,24.39,16.51
1995,7,15,23.68,15.64
1995,7,16,22.08,13.52
1995,7,17,22.89,15.42
1995,7,18,25.8,14.61
1995,7,19,27.39,15.5
1995,7,20,31.3,17.9
1995,7,21,33.21,18.99
1995,7,22,21.74,11.58
1995,7,23,23.1,9.36
1995,7,24,25.76,10.91
1995,7,25,28.39,12.8
1995,7,26,27.82,17.24
1995,7,27,22.05,15.14
1995,7,28,25.55,15.36
1995,7,29,26.38,16.23
1995,7,30,28.18,16.12
1995,7,31,29.63,17.38
1995,8,1,31.05,18.21
1995,8,2,32.03,20.1
1995,8,3,29.5,17.01
1995,8,4,29.2,14.41
1995,8,5,30.35,14.13
1995,8,6,27.28,17.91
1995,8,7,20.83,14.2
1995,8,8,19.37,13.25
1995,8,9,25.76,11.91
1995,8,10,27.28,13.23
1995,8,11,29.37,16.72
1995,8,12,29.21,17.36
1995,8,13,24.31,15.49
1995,8,14,22.78,12.99
1995,8,15,23.96,11.53
1995,8,16,26.23,13.04
1995,8,17,26.71,14.51
1995,8,18,27.83,13.6
1995,8,19,28.9,16.97
1995,8,20,28.01,16.81
1995,8,21,27.67,16.05
1995,8,22,28.54,14.7
1995,8,23,26.39,17.22
1995,8,24,24.05,14.78
1995,8,25,25.0,14.79
1995,8,26,22.49,14.03
1995,8,27,22.74,12.19
1995,8,28,19.13,10.48
1995,8,29,18.25,8.5
1995,8,30,18.21,9.49
1995,8,31,20.81,10.55
1995,9,1,20.87,9.53
1995,9,2,19.8,12.05
1995,9,3,18.57,9.87
1995,9,4,19.55,8.0
1995,9,5,19.8,11.04
1995,9,6,22.11,8.18
1995,9,7,20.57,13.88
1995,9,8,20.72,12.94
1995,9,9,20.63,11.21
1995,9,10,17.57,12.39
1995,9,11,19.85,12.67
1995,9,12,17.11,9.42
1995,9,13,19.28,8.24
1995,9,14,19.73,7.58
1995,9,15,16.59,9.04
1995,9,16,16.96,10.57
1995,9,17,19.73,10.3
1995,9,18,19.77,13.03
1995,9,19,20.25,11.91
1995,9,20,18.52,8.61
1995,9,21,18.11,7.73
1995,9,22,19.39,8.08
1995,9,23,19.05,8.54
1995,9,24,18.88,9.21
1995,9,25,16.89,7.78
1995,9,26,17.57,8.13
1995,9,27,18.19,8.45
1995,9,28,14.21,4.78
1995,9,29,15.65,4.74
1995,9,30,16.38,4.59
1995,10,1,21.1,9.86
1995,10,2,20.59,9.63
1995,10,3,20.49,13.57
1995,10,4,20.16,13.67
1995,10,5,17.76,8.09
1995,10,6,20.0,6.39
1995,10,7,21.73,10.09
1995,10,8,24.15,9.72
1995,10,9,24.34,10.32
1995,10,10,23.09,12.19
1995,10,11,23.23,11.09
1995,10,12,23.34,10.29
1995,10,13,21.29,9.8
1995,10,14,22.0,9.34
1995,10,15,20.17,11.23
1995,10,16,20.0,11.32
1995,10,17,21.21,10.03
1995,10,18,19.63,9.92
1995,10,19,15.9,6.94
1995,10,20,14.62,7.71
1995,10,21,15.02,3.92
1995,10,22,14.34,0.53
1995,10,23,19.3,4.89
1995,10,24,21.46,8.42
1995,10,25,18.04,9.88
1995,10,26,20.47,9.84
1995,10,27,18.5,12.46
1995,10,28,15.8,10.46
1995,10,29,15.65,8.1
1995,10,30,14.36,3.39
1995,10,31,10.81,2.9
1995,11,1,10.54,3.88
1995,11,2,12.24,4.3
1995,11,3,10.73,4.24
1995,11,4,7.98,-2.7
1995,11,5,5.11,-4.94
1995,11,6,7.29,-4.89
1995,11,7,9.95,-3.24
1995,11,8,10.95,4.02
1995,11,9,12.12,4.06
1995,11,10,13.08,3.82
1995,11,11,18.56,9.32
1995,11,12,16.83,8.48
1995,11,13,12.63,7.09
1995,11,14,10.73,6.63
1995,11,15,11.24,7.33
1995,11,16,14.01,8.08
1995,11,17,7.82,1.96
1995,11,18,6.91,-1.63
1995,11,19,8.67,-1.15
1995,11,20,9.45,2.32
1995,11,21,5.09,-1.9
1995,11,22,12.58,4.72
1995,11,23,10.95,6.5
1995,11,24,10.56,5.58
1995,11,25,13.52,6.18
1995,11,26,9.2,5.27
1995,11,27,10.62,3.49
1995,11,28,8.84,2.27
1995,11,29,5.48,1.19
1995,11,30,7.65,0.57
1995,12,1,6.51,-0.02
1995,12,2,8.06,5.02
1995,12,3,9.56,5.72
1995,12,4,5.4,-0.68
1995,12,5,-0.42,-3.22
1995,12,6,0.21,-3.35
1995,12,7,0.64,-4.17
1995,12,8,2.72,-3.84
1995,12,9,4.42,-0.16
1995,12,10,4.72,-1.61
1995,12,11,4.0,-2.16
1995,12,12,4.07,-2.14
1995,12,13,2.11,-4.1
1995,12,14,1.66,-3.97
1995,12,15,0.79,-3.66
1995,12,16,3.45,-3.63
1995,12,17,4.82,-0.72
1995,12,18,3.1,0.63
1995,12,19,5.21,1.52
1995,12,20,6.62,-0.07
1995,12,21,9.28,-0.42
1995,12,22,10.48,8.21
1995,12,23,12.16,8.94
1995,12,24,8.83,3.57
1995,12,25,4.9,-2.57
1995,12,26,2.33,-2.83
1995,12,27,1.64,-4.84
1995,12,28,-0.48,-4.96
1995,12,29,-1.63,-6.49
1995,12,30,3.88,-5.0
1995,12,31,3.64,0.98
1996,1,1,4.33,0.99
1996,1,2,2.59,-0.39
1996,1,3,2.87,-1.42
1996,1,4,3.16,-1.58
1996,1,5,6.1,-0.3
1996,1,6,7.64,2.0
1996,1,7,9.86,5.35
1996,1,8,9.48,4.39
1996,1,9,9.47,3.16
1996,1,10,7.43,4.23
1996,1,11,7.42,3.11
1996,1,12,10.84,5.06
1996,1,13,8.61,3.04
1996,1,14,11.09,3.65
1996,1,15,9.92,3.89
1996,1,16,8.8,2.41
